Date,Open,High,Low,Close
2021-11-26,669.0,674.9000244140625,660.4500122070312,661.75
2021-11-29,665.0499877929688,665.4500122070312,649.3499755859375,651.0999755859375
2021-11-30,648.0,677.4500122070312,648.0,655.6500244140625
2021-12-01,664.9000244140625,681.4000244140625,660.0,679.5999755859375
2021-12-02,675.0,678.7999877929688,668.0499877929688,676.0999755859375
2021-12-03,679.0999755859375,687.3499755859375,671.0,673.0
2021-12-06,674.0,678.75,661.1500244140625,663.0999755859375
2021-12-07,672.0,691.5499877929688,670.0,687.0
2021-12-08,695.0,701.5499877929688,687.6500244140625,697.0999755859375
2021-12-09,698.1500244140625,699.9000244140625,688.0,693.9500122070312
2021-12-10,690.0999755859375,691.9500122070312,683.75,688.0499877929688
2021-12-13,699.0,711.9000244140625,693.0999755859375,704.0
2021-12-14,701.0,714.0,697.5999755859375,710.9000244140625
2021-12-15,712.4000244140625,720.0,707.5499877929688,712.5
2021-12-16,719.0,721.9500122070312,705.0499877929688,709.6500244140625
2021-12-17,707.5,708.0,685.0999755859375,688.9000244140625
2021-12-20,680.9500122070312,681.8499755859375,660.0999755859375,674.3499755859375
2021-12-21,683.0,683.0,662.5,665.8499755859375
2021-12-22,670.0,676.8499755859375,664.0,669.3499755859375
2021-12-23,677.0,684.5,672.5999755859375,678.7999877929688
2021-12-24,681.1500244140625,682.0,662.4500122070312,667.5
2021-12-27,663.0499877929688,674.5999755859375,655.9500122070312,672.1500244140625
2021-12-28,677.2999877929688,680.8499755859375,672.0,675.4500122070312
2021-12-29,674.5,679.5999755859375,667.25,670.5
2021-12-30,668.0,673.0999755859375,664.5,668.8499755859375
2021-12-31,672.9500122070312,686.5,671.2000122070312,678.5499877929688
2022-01-03,680.25,698.5,679.0,696.3499755859375
2022-01-04,701.0,711.0499877929688,700.0499877929688,709.1500244140625
2022-01-05,711.9000244140625,730.9000244140625,707.75,726.9000244140625
2022-01-06,719.9500122070312,733.5,719.0,730.2999877929688
2022-01-07,734.0,740.9000244140625,725.25,730.5999755859375
2022-01-10,733.6500244140625,744.0,733.2000122070312,742.7999877929688
2022-01-11,742.9000244140625,747.0499877929688,737.2999877929688,743.25
2022-01-12,749.6500244140625,751.4500122070312,743.1500244140625,746.8499755859375
2022-01-13,749.0,749.0,737.0499877929688,740.7000122070312
2022-01-14,734.7999877929688,735.9500122070312,716.0499877929688,721.7000122070312
2022-01-17,719.0,720.5999755859375,709.5,712.6500244140625
2022-01-18,717.5,735.9000244140625,714.25,725.2000122070312
2022-01-19,725.2000122070312,731.9500122070312,718.7000122070312,729.5999755859375
2022-01-20,731.0499877929688,737.1500244140625,722.1500244140625,728.9000244140625
2022-01-21,722.0,725.25,708.0499877929688,712.5
2022-01-24,715.0,716.4000244140625,688.2000122070312,704.5999755859375
2022-01-25,714.0,755.0,708.5999755859375,752.2000122070312
